"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018-3-2","0.046725","0.046073","0.047114","0.045315","0.03K","1.41%"
"2018-3-1","0.046073","0.044193","0.049545","0.044193","0.07K","4.25%"
"2018-2-28","0.044193","0.049734","0.049734","0.044193","0.01K","-11.14%"
"2018-2-27","0.049734","0.049550","0.051560","0.048015","0.05K","0.37%"
"2018-2-26","0.049550","0.044543","0.050746","0.043786","0.06K","11.24%"
"2018-2-25","0.044543","0.046353","0.046800","0.043860","0.03K","-3.90%"
"2018-2-24","0.046353","0.045715","0.046828","0.045518","0.02K","1.40%"
"2018-2-23","0.045715","0.046985","0.047470","0.045715","0.00K","-2.70%"
"2018-2-22","0.046985","0.049064","0.049530","0.046885","0.03K","-4.24%"
"2018-2-21","0.049064","0.050746","0.050746","0.048175","0.04K","-3.31%"
"2018-2-20","0.050746","0.050966","0.052165","0.049227","0.01K","-0.43%"
"2018-2-19","0.050966","0.049801","0.050966","0.049227","0.03K","2.34%"
"2018-2-18","0.049801","0.050264","0.050953","0.048381","0.10K","-0.92%"
"2018-2-17","0.050264","0.049123","0.050946","0.049123","0.01K","2.32%"
"2018-2-16","0.049123","0.047738","0.055000","0.047552","0.02K","2.90%"
"2018-2-15","0.047738","0.046683","0.050854","0.046051","0.05K","2.26%"
"2018-2-14","0.046683","0.046309","0.048003","0.044969","0.06K","0.81%"
"2018-2-13","0.046309","0.045208","0.047734","0.045129","0.15K","2.04%"
"2018-2-12","0.045385","0.047950","0.048083","0.045385","0.06K","-5.35%"
"2018-2-11","0.047950","0.047216","0.048134","0.046000","0.02K","1.55%"
"2018-2-10","0.047216","0.050173","0.050173","0.047216","0.09K","-5.89%"
"2018-2-9","0.050173","0.051546","0.052604","0.048860","0.03K","-2.66%"
"2018-2-8","0.051546","0.049285","0.052456","0.049285","0.01K","4.59%"
"2018-2-7","0.049285","0.051605","0.053000","0.048591","0.13K","-4.50%"
"2018-2-6","0.051605","0.044664","0.053000","0.042885","0.18K","15.54%"
"2018-2-5","0.044664","0.051082","0.051082","0.043000","0.14K","-12.56%"
"2018-2-4","0.051082","0.053225","0.053225","0.048417","0.11K","-4.03%"
"2018-2-3","0.053225","0.050748","0.053225","0.049000","0.03K","4.88%"
"2018-2-2","0.050748","0.049791","0.061000","0.046160","1.69K","1.92%"
"2018-2-1","0.049791","0.052769","0.052769","0.043000","0.17K","-5.64%"
"2018-1-31","0.052769","0.054708","0.057345","0.051162","0.24K","-4.81%"
"2018-1-30","0.055435","0.058857","0.082012","0.053044","0.53K","-5.81%"
"2018-1-29","0.058857","0.042555","0.061236","0.042555","0.35K","38.31%"
"2018-1-28","0.042555","0.044835","0.044841","0.032000","0.08K","-5.08%"
"2018-1-27","0.044835","0.047248","0.047248","0.044657","0.19K","-5.11%"
"2018-1-26","0.047248","0.046235","0.048085","0.041660","0.17K","2.19%"
"2018-1-25","0.046235","0.047082","0.055710","0.041660","0.15K","-1.80%"
"2018-1-24","0.047082","0.045939","0.055710","0.041646","0.26K","2.49%"
"2018-1-23","0.045939","0.044888","0.049398","0.043421","0.07K","2.34%"
"2018-1-22","0.044888","0.047060","0.049398","0.041645","0.76K","-4.62%"
"2018-1-21","0.047060","0.053049","0.053200","0.043245","0.11K","-11.29%"
"2018-1-20","0.053049","0.052589","0.054277","0.050384","0.06K","0.87%"
"2018-1-19","0.052589","0.056103","0.067840","0.043245","0.54K","-6.26%"
"2018-1-18","0.056103","0.057632","0.080000","0.055000","0.30K","-2.65%"
"2018-1-17","0.057632","0.058377","0.063000","0.049514","0.70K","-3.14%"
"2018-1-16","0.059503","0.066711","0.099000","0.049675","0.66K","-10.81%"
"2018-1-15","0.066711","0.058071","0.080000","0.051077","0.61K","14.88%"
"2018-1-14","0.058071","0.044472","0.090000","0.041645","0.28K","30.58%"
"2018-1-13","0.044472","0.042612","0.048021","0.037880","0.15K","4.36%"
"2018-1-12","0.042612","0.041447","0.043027","0.040840","0.07K","2.81%"
"2018-1-11","0.041447","0.044853","0.044853","0.039016","0.14K","-7.59%"
